Importance,Level,Job Zone,Occupation,Skill,Category
69,57,4,Media Programming Directors,Complex Problem Solving,Problem Solving
69,57,4,Network and Computer Systems Administrators,Complex Problem Solving,Problem Solving
69,57,5,"Political Science Teachers, Postsecondary",Complex Problem Solving,Problem Solving
69,57,5,School Psychologists,Complex Problem Solving,Problem Solving
69,57,4,Validation Engineers,Complex Problem Solving,Problem Solving
69,55,5,Anthropologists and Archeologists,Complex Problem Solving,Problem Solving
69,55,5,"Anthropology and Archeology Teachers, Postsecondary",Complex Problem Solving,Problem Solving
69,55,5,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Complex Problem Solving,Problem Solving
69,55,4,Commercial and Industrial Designers,Complex Problem Solving,Problem Solving
69,55,4,Computer and Information Systems Managers,Complex Problem Solving,Problem Solving
69,55,4,Computer Programmers,Complex Problem Solving,Problem Solving
69,55,5,"Environmental Science Teachers, Postsecondary",Complex Problem Solving,Problem Solving
69,55,4,Geodetic Surveyors,Complex Problem Solving,Problem Solving
69,55,3,Industrial Engineering Technologists and Technicians,Complex Problem Solving,Problem Solving
69,55,5,Investment Fund Managers,Complex Problem Solving,Problem Solving
69,55,4,Logisticians,Complex Problem Solving,Problem Solving
69,55,4,Personal Financial Advisors,Complex Problem Solving,Problem Solving
69,55,5,"Psychology Teachers, Postsecondary",Complex Problem Solving,Problem Solving
69,55,4,Regulatory Affairs Specialists,Complex Problem Solving,Problem Solving
69,55,4,Sales Managers,Complex Problem Solving,Problem Solving
69,55,5,"Social Work Teachers, Postsecondary",Complex Problem Solving,Problem Solving
69,55,4,Web Administrators,Complex Problem Solving,Problem Solving
69,54,3,Acute Care Nurses,Complex Problem Solving,Problem Solving
69,54,4,Biomass Power Plant Managers,Complex Problem Solving,Problem Solving
69,54,5,Prosthodontists,Complex Problem Solving,Problem Solving
69,52,5,Clergy,Complex Problem Solving,Problem Solving
69,52,4,Equal Opportunity Representatives and Officers,Complex Problem Solving,Problem Solving
69,52,4,Information Security Analysts,Complex Problem Solving,Problem Solving
69,52,3,Robotics Technicians,Complex Problem Solving,Problem Solving
69,48,4,"Career/Technical Education Teachers, Secondary School",Complex Problem Solving,Problem Solving
69,48,3,Fashion Designers,Complex Problem Solving,Problem Solving
69,48,4,Probation Officers and Correctional Treatment Specialists,Complex Problem Solving,Problem Solving
69,46,4,Lodging Managers,Complex Problem Solving,Problem Solving
69,46,3,Nuclear Power Reactor Operators,Complex Problem Solving,Problem Solving
69,46,4,"Special Education Teachers, Secondary School",Complex Problem Solving,Problem Solving
69,45,3,Customs Brokers,Complex Problem Solving,Problem Solving
69,45,2,Gambling Managers,Complex Problem Solving,Problem Solving
69,45,4,"Middle School Teachers, Except Special and Career/Technical Education",Complex Problem Solving,Problem Solving
69,43,3,Private Detectives and Investigators,Complex Problem Solving,Problem Solving
69,43,3,Transit and Railroad Police,Complex Problem Solving,Problem Solving
68,50,4,"Transportation, Storage, and Distribution Managers",Complex Problem Solving,Problem Solving
66,61,5,"Architecture Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,59,4,Chemists,Complex Problem Solving,Problem Solving
66,59,5,Materials Scientists,Complex Problem Solving,Problem Solving
66,59,4,Range Managers,Complex Problem Solving,Problem Solving
66,57,5,"Nursing Instructors and Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,57,5,"Physics Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,57,4,Training and Development Managers,Complex Problem Solving,Problem Solving
66,55,5,"Agricultural Sciences Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,55,5,Audiologists,Complex Problem Solving,Problem Solving
66,55,4,Biofuels/Biodiesel Technology and Product Development Managers,Complex Problem Solving,Problem Solving
66,55,5,Environmental Economists,Complex Problem Solving,Problem Solving
66,55,4,Financial Managers,Complex Problem Solving,Problem Solving
66,55,4,General and Operations Managers,Complex Problem Solving,Problem Solving
66,55,4,Industrial Production Managers,Complex Problem Solving,Problem Solving
66,55,4,Marketing Managers,Complex Problem Solving,Problem Solving
66,55,5,Sociologists,Complex Problem Solving,Problem Solving
66,55,4,Video Game Designers,Complex Problem Solving,Problem Solving
66,54,5,"Arbitrators, Mediators, and Conciliators",Complex Problem Solving,Problem Solving
66,54,4,Art Directors,Complex Problem Solving,Problem Solving
66,54,5,"Biological Science Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,54,4,Conservation Scientists,Complex Problem Solving,Problem Solving
66,54,3,Hydroelectric Production Managers,Complex Problem Solving,Problem Solving
66,54,4,Labor Relations Specialists,Complex Problem Solving,Problem Solving
66,54,5,"Library Science Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,54,5,Mental Health Counselors,Complex Problem Solving,Problem Solving
66,54,5,Political Scientists,Complex Problem Solving,Problem Solving
66,54,5,Survey Researchers,Complex Problem Solving,Problem Solving
66,52,4,"Airline Pilots, Copilots, and Flight Engineers",Complex Problem Solving,Problem Solving
66,52,5,Chiropractors,Complex Problem Solving,Problem Solving
66,52,4,Clinical Research Coordinators,Complex Problem Solving,Problem Solving
66,52,5,Curators,Complex Problem Solving,Problem Solving
66,52,4,Document Management Specialists,Complex Problem Solving,Problem Solving
66,52,4,First-Line Supervisors of Non-Retail Sales Workers,Complex Problem Solving,Problem Solving
66,52,3,Forensic Science Technicians,Complex Problem Solving,Problem Solving
66,52,3,Geothermal Production Managers,Complex Problem Solving,Problem Solving
66,52,5,"Mathematical Science Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,52,4,Sustainability Specialists,Complex Problem Solving,Problem Solving
66,52,3,Web Developers,Complex Problem Solving,Problem Solving
66,50,4,Budget Analysts,Complex Problem Solving,Problem Solving
66,50,5,"Communications Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,50,4,Data Warehousing Specialists,Complex Problem Solving,Problem Solving
66,50,4,Exercise Physiologists,Complex Problem Solving,Problem Solving
66,50,3,Mechanical Engineering Technologists and Technicians,Complex Problem Solving,Problem Solving
66,50,4,"Meeting, Convention, and Event Planners",Complex Problem Solving,Problem Solving
66,50,5,Pharmacists,Complex Problem Solving,Problem Solving
66,48,5,"Recreation and Fitness Studies Teachers, Postsecondary",Complex Problem Solving,Problem Solving
66,48,4,Statistical Assistants,Complex Problem Solving,Problem Solving
66,46,3,Computer User Support Specialists,Complex Problem Solving,Problem Solving
66,45,3,Construction and Building Inspectors,Complex Problem Solving,Problem Solving
66,45,4,"Special Education Teachers, Middle School",Complex Problem Solving,Problem Solving
66,45,3,Tutors,Complex Problem Solving,Problem Solving
66,43,3,"Electric Motor, Power Tool, and Related Repairers",Complex Problem Solving,Problem Solving
64,54,4,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Complex Problem Solving,Problem Solving
64,53,4,Geographic Information Systems Technologists and Technicians,Complex Problem Solving,Problem Solving
63,57,5,Microbiologists,Complex Problem Solving,Problem Solving
63,55,4,Advertising and Promotions Managers,Complex Problem Solving,Problem Solving
63,55,5,Dermatologists,Complex Problem Solving,Problem Solving
63,55,4,Intelligence Analysts,Complex Problem Solving,Problem Solving
63,54,5,"Business Teachers, Postsecondary",Complex Problem Solving,Problem Solving
63,54,4,"Directors, Religious Activities and Education",Complex Problem Solving,Problem Solving
63,54,5,"Law Teachers, Postsecondary",Complex Problem Solving,Problem Solving
63,54,5,"Philosophy and Religion Teachers, Postsecondary",Complex Problem Solving,Problem Solving
63,52,4,Business Intelligence Analysts,Complex Problem Solving,Problem Solving
63,52,4,Clinical Data Managers,Complex Problem Solving,Problem Solving
63,52,3,Commercial Pilots,Complex Problem Solving,Problem Solving
63,52,5,"Foreign Language and Literature Teachers, Postsecondary",Complex Problem Solving,Problem Solving
63,52,4,Geographers,Complex Problem Solving,Problem Solving
63,52,5,Judicial Law Clerks,Complex Problem Solving,Problem Solving
63,52,4,Media Technical Directors/Managers,Complex Problem Solving,Problem Solving
63,50,3,Avionics Technicians,Complex Problem Solving,Problem Solving
63,50,5,Clinical and Counseling Psychologists,Complex Problem Solving,Problem Solving
63,50,4,Community Health Workers,Complex Problem Solving,Problem Solving
63,50,3,Electrical and Electronic Engineering Technologists and Technicians,Complex Problem Solving,Problem Solving
63,50,4,Interior Designers,Complex Problem Solving,Problem Solving
63,50,5,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Complex Problem Solving,Problem Solving
63,50,4,Recreational Therapists,Complex Problem Solving,Problem Solving
63,50,4,"Secondary School Teachers, Except Special and Career/Technical Education",Complex Problem Solving,Problem Solving
63,50,5,Substance Abuse and Behavioral Disorder Counselors,Complex Problem Solving,Problem Solving
63,48,3,Aerospace Engineering and Operations Technologists and Technicians,Complex Problem Solving,Problem Solving
63,48,4,Bioinformatics Technicians,Complex Problem Solving,Problem Solving
63,48,4,"Claims Adjusters, Examiners, and Investigators",Complex Problem Solving,Problem Solving
63,48,3,First-Line Supervisors of Firefighting and Prevention Workers,Complex Problem Solving,Problem Solving
63,48,3,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Complex Problem Solving,Problem Solving
63,48,3,Government Property Inspectors and Investigators,Complex Problem Solving,Problem Solving
63,48,4,Registered Nurses,Complex Problem Solving,Problem Solving
63,48,4,Regulatory Affairs Managers,Complex Problem Solving,Problem Solving
63,48,3,Ship Engineers,Complex Problem Solving,Problem Solving
63,46,4,Credit Counselors,Complex Problem Solving,Problem Solving
63,46,3,Forest Fire Inspectors and Prevention Specialists,Complex Problem Solving,Problem Solving
63,46,4,Purchasing Managers,Complex Problem Solving,Problem Solving
63,45,2,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Complex Problem Solving,Problem Solving
63,45,2,Procurement Clerks,Complex Problem Solving,Problem Solving
63,43,2,Cooling and Freezing Equipment Operators and Tenders,Complex Problem Solving,Problem Solving
63,43,3,Loan Interviewers and Clerks,Complex Problem Solving,Problem Solving
61,51,4,Accountants and Auditors,Complex Problem Solving,Problem Solving
61,46,4,"Farmers, Ranchers, and Other Agricultural Managers",Complex Problem Solving,Problem Solving
60,57,3,Computer Systems Analysts,Complex Problem Solving,Problem Solving
60,57,4,Information Technology Project Managers,Complex Problem Solving,Problem Solving
60,57,4,Photonics Engineers,Complex Problem Solving,Problem Solving
60,57,4,Wind Energy Engineers,Complex Problem Solving,Problem Solving
60,55,5,Optometrists,Complex Problem Solving,Problem Solving
60,55,5,Set and Exhibit Designers,Complex Problem Solving,Problem Solving
60,54,5,Art Therapists,Complex Problem Solving,Problem Solving
60,54,4,Biofuels Production Managers,Complex Problem Solving,Problem Solving
60,54,4,"Compensation, Benefits, and Job Analysis Specialists",Complex Problem Solving,Problem Solving
60,54,5,"History Teachers, Postsecondary",Complex Problem Solving,Problem Solving
60,54,5,Orthoptists,Complex Problem Solving,Problem Solving
60,52,3,Aviation Inspectors,Complex Problem Solving,Problem Solving
60,52,4,Cost Estimators,Complex Problem Solving,Problem Solving
60,52,4,Radio Frequency Identification Device Specialists,Complex Problem Solving,Problem Solving
60,50,4,Producers and Directors,Complex Problem Solving,Problem Solving
60,50,4,Public Relations Specialists,Complex Problem Solving,Problem Solving
60,50,4,"Securities, Commodities, and Financial Services Sales Agents",Complex Problem Solving,Problem Solving
60,48,4,"Agents and Business Managers of Artists, Performers, and Athletes",Complex Problem Solving,Problem Solving
60,48,5,"Art, Drama, and Music Teachers, Postsecondary",Complex Problem Solving,Problem Solving
60,48,4,Cytogenetic Technologists,Complex Problem Solving,Problem Solving
60,48,5,Physical Therapists,Complex Problem Solving,Problem Solving
60,48,4,"Poets, Lyricists and Creative Writers",Complex Problem Solving,Problem Solving
60,46,3,Airfield Operations Specialists,Complex Problem Solving,Problem Solving
60,46,4,Compensation and Benefits Managers,Complex Problem Solving,Problem Solving
60,46,3,Electrical and Electronics Drafters,Complex Problem Solving,Problem Solving
60,46,2,"Explosives Workers, Ordnance Handling Experts, and Blasters",Complex Problem Solving,Problem Solving
60,46,3,First-Line Supervisors of Office and Administrative Support Workers,Complex Problem Solving,Problem Solving
60,46,4,Fish and Game Wardens,Complex Problem Solving,Problem Solving
60,46,2,Manufactured Building and Mobile Home Installers,Complex Problem Solving,Problem Solving
60,46,5,Midwives,Complex Problem Solving,Problem Solving
60,46,3,Precision Agriculture Technicians,Complex Problem Solving,Problem Solving
60,46,3,Quality Control Analysts,Complex Problem Solving,Problem Solving
60,46,3,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Complex Problem Solving,Problem Solving
60,46,4,Wind Energy Development Managers,Complex Problem Solving,Problem Solving
60,45,3,Audiovisual Equipment Installers and Repairers,Complex Problem Solving,Problem Solving
60,45,3,"Computer, Automated Teller, and Office Machine Repairers",Complex Problem Solving,Problem Solving
60,45,3,Elevator and Escalator Installers and Repairers,Complex Problem Solving,Problem Solving
60,45,3,First-Line Supervisors of Personal Service Workers,Complex Problem Solving,Problem Solving
60,45,4,"Kindergarten Teachers, Except Special Education",Complex Problem Solving,Problem Solving
60,45,3,Power Distributors and Dispatchers,Complex Problem Solving,Problem Solving
60,45,2,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Complex Problem Solving,Problem Solving
60,45,3,Respiratory Therapists,Complex Problem Solving,Problem Solving
60,45,4,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Complex Problem Solving,Problem Solving
60,45,4,Social Science Research Assistants,Complex Problem Solving,Problem Solving
60,45,4,Software Quality Assurance Analysts and Testers,Complex Problem Solving,Problem Solving
60,45,3,Spa Managers,Complex Problem Solving,Problem Solving
60,43,3,Medical Appliance Technicians,Complex Problem Solving,Problem Solving
60,43,2,Nannies,Complex Problem Solving,Problem Solving
60,43,3,Signal and Track Switch Repairers,Complex Problem Solving,Problem Solving
56,55,5,Astronomers,Complex Problem Solving,Problem Solving
56,55,3,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Complex Problem Solving,Problem Solving
56,55,4,Fuel Cell Engineers,Complex Problem Solving,Problem Solving
56,54,5,Occupational Therapists,Complex Problem Solving,Problem Solving
56,54,3,Wind Energy Operations Managers,Complex Problem Solving,Problem Solving
56,52,5,"Economics Teachers, Postsecondary",Complex Problem Solving,Problem Solving
56,52,3,Traffic Technicians,Complex Problem Solving,Problem Solving
56,50,3,Agricultural Technicians,Complex Problem Solving,Problem Solving
56,50,4,Biological Technicians,Complex Problem Solving,Problem Solving
56,50,4,Compliance Managers,Complex Problem Solving,Problem Solving
56,50,5,"English Language and Literature Teachers, Postsecondary",Complex Problem Solving,Problem Solving
56,50,4,"Environmental Science and Protection Technicians, Including Health",Complex Problem Solving,Problem Solving
56,50,3,Photonics Technicians,Complex Problem Solving,Problem Solving
56,49,4,Nanotechnology Engineering Technologists and Technicians,Complex Problem Solving,Problem Solving
56,48,5,Adapted Physical Education Specialists,Complex Problem Solving,Problem Solving
56,48,5,Athletic Trainers,Complex Problem Solving,Problem Solving
56,48,3,Computer Numerically Controlled Tool Programmers,Complex Problem Solving,Problem Solving
56,48,4,"Elementary School Teachers, Except Special Education",Complex Problem Solving,Problem Solving
56,48,3,Energy Auditors,Complex Problem Solving,Problem Solving
56,48,5,"Engineering Teachers, Postsecondary",Complex Problem Solving,Problem Solving
56,48,4,Medical and Clinical Laboratory Technologists,Complex Problem Solving,Problem Solving
56,48,4,Music Therapists,Complex Problem Solving,Problem Solving
56,48,2,Railroad Conductors and Yardmasters,Complex Problem Solving,Problem Solving
56,48,4,Remote Sensing Technicians,Complex Problem Solving,Problem Solving
56,48,5,"Special Education Teachers, Preschool",Complex Problem Solving,Problem Solving
56,46,3,Automotive Engineering Technicians,Complex Problem Solving,Problem Solving
56,46,3,Broadcast Technicians,Complex Problem Solving,Problem Solving
56,46,3,Chefs and Head Cooks,Complex Problem Solving,Problem Solving
56,46,4,Computer Network Support Specialists,Complex Problem Solving,Problem Solving
56,46,3,Coroners,Complex Problem Solving,Problem Solving
56,46,3,First-Line Supervisors of Correctional Officers,Complex Problem Solving,Problem Solving
56,46,4,Fundraisers,Complex Problem Solving,Problem Solving
56,46,3,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Complex Problem Solving,Problem Solving
56,46,4,"News Analysts, Reporters, and Journalists",Complex Problem Solving,Problem Solving
56,46,3,Occupational Health and Safety Technicians,Complex Problem Solving,Problem Solving
56,46,3,Sound Engineering Technicians,Complex Problem Solving,Problem Solving
56,46,4,Talent Directors,Complex Problem Solving,Problem Solving
56,46,4,Training and Development Specialists,Complex Problem Solving,Problem Solving
56,45,3,Administrative Services Managers,Complex Problem Solving,Problem Solving
56,45,5,Archivists,Complex Problem Solving,Problem Solving
56,45,3,"Captains, Mates, and Pilots of Water Vessels",Complex Problem Solving,Problem Solving
56,45,3,"Career/Technical Education Teachers, Postsecondary",Complex Problem Solving,Problem Solving
56,45,2,Chemical Plant and System Operators,Complex Problem Solving,Problem Solving
56,45,3,Commercial Divers,Complex Problem Solving,Problem Solving
56,45,5,Cytotechnologists,Complex Problem Solving,Problem Solving
56,45,3,Electro-Mechanical and Mechatronics Technologists and Technicians,Complex Problem Solving,Problem Solving
56,45,4,Film and Video Editors,Complex Problem Solving,Problem Solving
56,45,3,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Complex Problem Solving,Problem Solving
56,45,4,Loan Officers,Complex Problem Solving,Problem Solving
56,45,3,Patient Representatives,Complex Problem Solving,Problem Solving
56,45,3,Police Identification and Records Officers,Complex Problem Solving,Problem Solving
56,45,2,Public Safety Telecommunicators,Complex Problem Solving,Problem Solving
56,45,4,Social and Human Service Assistants,Complex Problem Solving,Problem Solving
56,45,3,Solar Sales Representatives and Assessors,Complex Problem Solving,Problem Solving
56,45,3,Speech-Language Pathology Assistants,Complex Problem Solving,Problem Solving
56,45,3,Surgical Assistants,Complex Problem Solving,Problem Solving
56,45,3,Veterinary Technologists and Technicians,Complex Problem Solving,Problem Solving
56,45,3,"Wholesale and Retail Buyers, Except Farm Products",Complex Problem Solving,Problem Solving
56,43,3,Audio and Video Technicians,Complex Problem Solving,Problem Solving
56,43,4,"Buyers and Purchasing Agents, Farm Products",Complex Problem Solving,Problem Solving
56,43,4,"Career/Technical Education Teachers, Middle School",Complex Problem Solving,Problem Solving
56,43,3,Farm Equipment Mechanics and Service Technicians,Complex Problem Solving,Problem Solving
56,43,3,Firefighters,Complex Problem Solving,Problem Solving
56,43,2,First-Line Supervisors of Gambling Services Workers,Complex Problem Solving,Problem Solving
56,43,2,Food Service Managers,Complex Problem Solving,Problem Solving
56,43,3,Licensed Practical and Licensed Vocational Nurses,Complex Problem Solving,Problem Solving
56,43,3,Nuclear Technicians,Complex Problem Solving,Problem Solving
56,43,2,Pest Control Workers,Complex Problem Solving,Problem Solving
56,43,3,Wind Turbine Service Technicians,Complex Problem Solving,Problem Solving
56,41,2,Correctional Officers and Jailers,Complex Problem Solving,Problem Solving
56,41,1,"Derrick Operators, Oil and Gas",Complex Problem Solving,Problem Solving
56,41,3,Police and Sheriff's Patrol Officers,Complex Problem Solving,Problem Solving
56,41,2,Recreational Vehicle Service Technicians,Complex Problem Solving,Problem Solving
56,34,2,Hoist and Winch Operators,Complex Problem Solving,Problem Solving
53,54,5,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Complex Problem Solving,Problem Solving
53,54,5,"Sociology Teachers, Postsecondary",Complex Problem Solving,Problem Solving
53,52,3,Desktop Publishers,Complex Problem Solving,Problem Solving
53,52,3,"First-Line Supervisors of Mechanics, Installers, and Repairers",Complex Problem Solving,Problem Solving
53,52,3,First-Line Supervisors of Production and Operating Workers,Complex Problem Solving,Problem Solving
53,52,4,Rehabilitation Counselors,Complex Problem Solving,Problem Solving
53,50,3,Solar Energy Installation Managers,Complex Problem Solving,Problem Solving
53,48,5,Anesthesiologist Assistants,Complex Problem Solving,Problem Solving
53,48,4,Environmental Engineering Technologists and Technicians,Complex Problem Solving,Problem Solving
53,48,3,Telecommunications Engineering Specialists,Complex Problem Solving,Problem Solving
53,46,2,Agricultural Inspectors,Complex Problem Solving,Problem Solving
53,46,3,Civil Engineering Technologists and Technicians,Complex Problem Solving,Problem Solving
53,46,5,"Family and Consumer Sciences Teachers, Postsecondary",Complex Problem Solving,Problem Solving
53,46,3,Fire Inspectors and Investigators,Complex Problem Solving,Problem Solving
53,46,3,First-Line Supervisors of Construction Trades and Extraction Workers,Complex Problem Solving,Problem Solving
53,46,3,"Mobile Heavy Equipment Mechanics, Except Engines",Complex Problem Solving,Problem Solving
53,46,3,"Morticians, Undertakers, and Funeral Arrangers",Complex Problem Solving,Problem Solving
53,46,4,Park Naturalists,Complex Problem Solving,Problem Solving
53,46,4,Surveyors,Complex Problem Solving,Problem Solving
53,45,5,Acupuncturists,Complex Problem Solving,Problem Solving
53,45,3,Camera and Photographic Equipment Repairers,Complex Problem Solving,Problem Solving
53,45,3,Cardiovascular Technologists and Technicians,Complex Problem Solving,Problem Solving
53,45,4,Cartographers and Photogrammetrists,Complex Problem Solving,Problem Solving
53,45,3,Chemical Technicians,Complex Problem Solving,Problem Solving
53,45,4,Choreographers,Complex Problem Solving,Problem Solving
53,45,4,Editors,Complex Problem Solving,Problem Solving
53,45,4,Fitness and Wellness Coordinators,Complex Problem Solving,Problem Solving
53,45,2,Freight Forwarders,Complex Problem Solving,Problem Solving
53,45,4,Graphic Designers,Complex Problem Solving,Problem Solving
53,45,5,Historians,Complex Problem Solving,Problem Solving
53,45,4,Human Resources Specialists,Complex Problem Solving,Problem Solving
53,45,4,Insurance Underwriters,Complex Problem Solving,Problem Solving
53,45,3,"Interviewers, Except Eligibility and Loan",Complex Problem Solving,Problem Solving
53,45,3,Mechanical Drafters,Complex Problem Solving,Problem Solving
53,45,3,Nuclear Monitoring Technicians,Complex Problem Solving,Problem Solving
53,45,2,Postmasters and Mail Superintendents,Complex Problem Solving,Problem Solving
53,45,2,"Production, Planning, and Expediting Clerks",Complex Problem Solving,Problem Solving
53,45,4,"Property, Real Estate, and Community Association Managers",Complex Problem Solving,Problem Solving
53,45,2,"Rotary Drill Operators, Oil and Gas",Complex Problem Solving,Problem Solving
53,45,3,Stationary Engineers and Boiler Operators,Complex Problem Solving,Problem Solving
53,45,5,"Teaching Assistants, Postsecondary",Complex Problem Solving,Problem Solving
53,45,2,Travel Guides,Complex Problem Solving,Problem Solving
53,43,4,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Complex Problem Solving,Problem Solving
53,43,3,Automotive Service Technicians and Mechanics,Complex Problem Solving,Problem Solving
53,43,3,Compliance Officers,Complex Problem Solving,Problem Solving
53,43,2,Computer Numerically Controlled Tool Operators,Complex Problem Solving,Problem Solving
53,43,2,Customer Service Representatives,Complex Problem Solving,Problem Solving
53,43,3,Customs and Border Protection Officers,Complex Problem Solving,Problem Solving
53,43,3,Diagnostic Medical Sonographers,Complex Problem Solving,Problem Solving
53,43,3,Dietetic Technicians,Complex Problem Solving,Problem Solving
53,43,2,"Dispatchers, Except Police, Fire, and Ambulance",Complex Problem Solving,Problem Solving
53,43,3,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Complex Problem Solving,Problem Solving
53,43,3,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Complex Problem Solving,Problem Solving
53,43,2,Electrical Power-Line Installers and Repairers,Complex Problem Solving,Problem Solving
53,43,3,Electricians,Complex Problem Solving,Problem Solving
53,43,3,"Electronic Equipment Installers and Repairers, Motor Vehicles",Complex Problem Solving,Problem Solving
53,43,3,"Eligibility Interviewers, Government Programs",Complex Problem Solving,Problem Solving
53,43,2,First-Line Supervisors of Food Preparation and Serving Workers,Complex Problem Solving,Problem Solving
53,43,3,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Complex Problem Solving,Problem Solving
53,43,3,Food Science Technicians,Complex Problem Solving,Problem Solving
53,43,4,Health Education Specialists,Complex Problem Solving,Problem Solving
53,43,3,Hearing Aid Specialists,Complex Problem Solving,Problem Solving
53,43,2,Home Appliance Repairers,Complex Problem Solving,Problem Solving
53,43,3,Industrial Machinery Mechanics,Complex Problem Solving,Problem Solving
53,43,2,Locomotive Engineers,Complex Problem Solving,Problem Solving
53,43,3,Magnetic Resonance Imaging Technologists,Complex Problem Solving,Problem Solving
53,43,3,"Maintenance and Repair Workers, General",Complex Problem Solving,Problem Solving
53,43,3,Medical and Clinical Laboratory Technicians,Complex Problem Solving,Problem Solving
53,43,3,Motorcycle Mechanics,Complex Problem Solving,Problem Solving
53,43,4,Museum Technicians and Conservators,Complex Problem Solving,Problem Solving
53,43,3,Neurodiagnostic Technologists,Complex Problem Solving,Problem Solving
53,43,2,Non-Destructive Testing Specialists,Complex Problem Solving,Problem Solving
53,43,3,Nuclear Medicine Technologists,Complex Problem Solving,Problem Solving
53,43,3,Paralegals and Legal Assistants,Complex Problem Solving,Problem Solving
53,43,3,"Patternmakers, Wood",Complex Problem Solving,Problem Solving
53,43,2,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Complex Problem Solving,Problem Solving
53,43,3,Photographers,Complex Problem Solving,Problem Solving
53,43,3,Physical Therapist Assistants,Complex Problem Solving,Problem Solving
53,43,2,Power Plant Operators,Complex Problem Solving,Problem Solving
53,43,2,Psychiatric Aides,Complex Problem Solving,Problem Solving
53,43,3,Radiation Therapists,Complex Problem Solving,Problem Solving
53,43,3,Real Estate Sales Agents,Complex Problem Solving,Problem Solving
53,43,4,Recreation Workers,Complex Problem Solving,Problem Solving
53,43,3,Residential Advisors,Complex Problem Solving,Problem Solving
53,43,4,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Complex Problem Solving,Problem Solving
53,43,3,Security and Fire Alarm Systems Installers,Complex Problem Solving,Problem Solving
53,43,2,"Service Unit Operators, Oil and Gas",Complex Problem Solving,Problem Solving
53,43,2,Telecommunications Line Installers and Repairers,Complex Problem Solving,Problem Solving
53,43,2,"Title Examiners, Abstractors, and Searchers",Complex Problem Solving,Problem Solving
53,41,2,Aircraft Cargo Handling Supervisors,Complex Problem Solving,Problem Solving
53,41,2,Chemical Equipment Operators and Tenders,Complex Problem Solving,Problem Solving
53,41,2,First-Line Supervisors of Housekeeping and Janitorial Workers,Complex Problem Solving,Problem Solving
53,41,2,Geothermal Technicians,Complex Problem Solving,Problem Solving
53,41,3,Motorboat Mechanics and Service Technicians,Complex Problem Solving,Problem Solving
53,41,3,Musical Instrument Repairers and Tuners,Complex Problem Solving,Problem Solving
53,41,3,Occupational Therapy Aides,Complex Problem Solving,Problem Solving
53,41,3,Pharmacy Technicians,Complex Problem Solving,Problem Solving
53,41,3,Stonemasons,Complex Problem Solving,Problem Solving
53,39,2,Medical Secretaries and Administrative Assistants,Complex Problem Solving,Problem Solving
53,39,2,Photographic Process Workers and Processing Machine Operators,Complex Problem Solving,Problem Solving
53,39,2,Tree Trimmers and Pruners,Complex Problem Solving,Problem Solving
53,Not available,4,Music Directors and Composers,Complex Problem Solving,Problem Solving
52,46,3,Architectural and Civil Drafters,Complex Problem Solving,Problem Solving
52,44,2,"Credit Authorizers, Checkers, and Clerks",Complex Problem Solving,Problem Solving
52,43,3,Surveying and Mapping Technicians,Complex Problem Solving,Problem Solving
50,50,2,First-Line Supervisors of Retail Sales Workers,Complex Problem Solving,Problem Solving
50,46,4,Special Effects Artists and Animators,Complex Problem Solving,Problem Solving
50,45,4,Advertising Sales Agents,Complex Problem Solving,Problem Solving
50,45,3,Boilermakers,Complex Problem Solving,Problem Solving
50,45,3,"Camera Operators, Television, Video, and Film",Complex Problem Solving,Problem Solving
50,45,3,Hydroelectric Plant Technicians,Complex Problem Solving,Problem Solving
50,43,4,Appraisers and Assessors of Real Estate,Complex Problem Solving,Problem Solving
50,43,2,Bicycle Repairers,Complex Problem Solving,Problem Solving
50,43,2,Biomass Plant Technicians,Complex Problem Solving,Problem Solving
